,
1,1E+AC0-06
101,"1,70E+AC0-05"
201,"4,20E+AC0-05"
301,"6,20E+AC0-05"
401,"0,000106"
501,"0,00014"
601,"0,00013"
701,"0,00015"
801,"0,000181"
901,"0,000308"
1001,"0,000228"
1101,"0,000284"
1201,"0,000257"
1301,"0,000282"
1401,"0,000546"
1501,"0,000478"
1601,"0,001097"
1701,"0,000779"
1801,"0,000805"
1901,"0,000898"
2001,"0,000546"
2101,"0,000714"
2201,"0,00061"
2301,"0,000464"
2401,"0,000687"
2501,"0,001135"
2601,"0,000601"
2701,"0,00066"
2801,"0,001774"
2901,"0,000657"
3001,"0,000659"
3101,"0,001043"
3201,"0,000684"
3301,"0,001657"
3401,"0,001686"
3501,"0,00207"
3601,"0,00129"
3701,"0,001523"
3801,"0,001306"
3901,"0,001155"
4001,"0,001972"
4101,"0,001047"
4201,"0,001048"
4301,"0,00092"
4401,"0,000939"
4501,"0,000976"
4601,"0,00119"
4701,"0,001008"
4801,"0,001324"
4901,"0,001254"
5001,"0,001673"
5101,"0,00243"
5201,"0,003087"
5301,"0,003534"
5401,"0,002071"
5501,"0,0031"
5601,"0,001401"
5701,"0,001509"
5801,"0,002261"
5901,"0,001793"
6001,"0,003128"
6101,"0,003975"
6201,"0,001747"
6301,"0,003318"
6401,"0,001913"
6501,"0,004158"
6601,"0,003653"
6701,"0,004148"
6801,"0,00481"
6901,"0,004855"
7001,"0,001584"
7101,"0,005036"
7201,"0,003138"
7301,"0,004186"
7401,"0,004082"
7501,"0,003691"
7601,"0,005418"
7701,"0,002966"
7801,"0,002123"
7901,"0,00232"
8001,"0,002832"
8101,"0,004242"
8201,"0,00453"
8301,"0,006112"
8401,"0,003214"
8501,"0,003898"
8601,"0,002948"
8701,"0,00303"
8801,"0,004295"
8901,"0,004078"
9001,"0,002158"
9101,"0,003226"
9201,"0,002394"
9301,"0,003486"
9401,"0,002374"
9501,"0,002356"
9601,"0,003908"
9701,"0,002332"
9801,"0,002925"
9901,"0,006446"
10001,"0,005563"
10101,"0,002334"
10201,"0,002284"
10301,"0,007778"
10401,"0,006035"
10501,"0,003038"
10601,"0,004889"
10701,"0,006222"
10801,"0,0041"
10901,"0,00778"
11001,"0,003973"
11101,"0,00735"
11201,"0,002991"
11301,"0,006472"
11401,"0,004537"
11501,"0,007237"
11601,"0,003191"
11701,"0,007003"
11801,"0,006936"
11901,"0,007231"
12001,"0,008711"
12101,"0,003084"
12201,"0,006561"
12301,"0,006826"
12401,"0,003041"
12501,"0,008155"
12601,"0,004812"
12701,"0,006719"
12801,"0,009137"
12901,"0,004454"
13001,"0,007919"
13101,"0,005994"
13201,"0,003319"
13301,"0,008588"
13401,"0,003253"
13501,"0,009425"
13601,"0,003896"
13701,"0,006489"
13801,"0,004732"
13901,"0,008796"
14001,"0,004943"
14101,"0,004629"
14201,"0,004899"
14301,"0,008142"
14401,"0,009811"
14501,"0,007154"
14601,"0,009547"
14701,"0,004882"
14801,"0,003523"
14901,"0,003676"
15001,"0,003718"
15101,"0,007816"
15201,"0,007958"
15301,"0,005629"
15401,"0,006865"
15501,"0,004269"
15601,"0,004178"
15701,"0,006359"
15801,"0,010102"
15901,"0,006774"
16001,"0,007964"
16101,"0,006143"
16201,"0,012995"
16301,"0,007189"
16401,"0,005977"
16501,"0,009129"
16601,"0,013386"
16701,"0,010176"
16801,"0,00545"
16901,"0,012902"
17001,"0,013732"
17101,"0,011454"
17201,"0,011736"
17301,"0,007496"
17401,"0,006801"
17501,"0,011218"
17601,"0,008414"
17701,"0,0073"
17801,"0,004914"
17901,"0,011583"
18001,"0,013317"
18101,"0,010805"
18201,"0,012106"
18301,"0,01075"
18401,"0,005772"
18501,"0,007647"
18601,"0,009843"
18701,"0,014237"
18801,"0,006189"
18901,"0,010541"
19001,"0,01183"
19101,"0,014712"
19201,"0,012138"
19301,"0,007081"
19401,"0,009344"
19501,"0,012676"
19601,"0,013523"
19701,"0,010886"
